amount,result,time
139400,0,1e-06
139500,0,0
139600,0,1e-06
139700,0,1e-06
139800,19972,0.016852
139900,0,1e-06
140000,0,1e-06
140100,20015,0.017532
140200,0,1e-06
140300,0,1e-06
140400,0,1e-06
140500,0,1e-06
140600,0,0
140700,0,0
140800,20115,0.017938
140900,0,1e-06
141000,0,1e-06
141100,20158,0.019816
141200,0,1e-06
141300,0,0
141400,20200,0.017504
141500,0,1e-06
141600,20229,0.016858
141700,0,1e-06
141800,0,0
141900,20272,0.016272
142000,0,0
142100,0,0
142200,20315,0.017865
142300,0,1e-06
142400,0,1e-06
142500,0,1e-06
142600,0,2e-06
142700,0,1e-06
142800,0,0
142900,20415,0.016572
143000,0,0
143100,0,1e-06
143200,20458,0.018333
143300,0,1e-06
143400,0,1e-06
143500,0,1e-06
143600,0,2e-06
143700,0,1e-06
143800,0,2e-06
143900,20558,0.017685
144000,0,1e-06
144100,0,0
144200,20600,0.019614
144300,0,1e-06
144400,0,1e-06
144500,0,1e-06
144600,0,1e-06
144700,0,1e-06
144800,0,1e-06
144900,20700,0.017546
145000,0,1e-06
145100,0,1e-06
145200,20743,0.01862
145300,0,1e-06
145400,0,0
145500,20786,0.019348
145600,0,1e-06
145700,20815,0.018327
145800,0,0
145900,0,1e-06
146000,20858,0.019748
146100,0,2e-06
146200,0,1e-06
146300,20900,0.017911
146400,0,1e-06
146500,0,1e-06
146600,0,1e-06
146700,0,1e-06
146800,0,0
146900,0,1e-06
147000,21000,0.018446
147100,0,2e-06
147200,0,1e-06
147300,21043,0.017785
147400,0,1e-06
147500,0,1e-06
147600,0,1e-06
147700,0,0
147800,0,1e-06
147900,0,1e-06
148000,21143,0.01925
148100,0,1e-06
148200,0,2e-06
148300,21186,0.018512
148400,0,1e-06
148500,0,0
148600,0,1e-06
148700,0,1e-06
148800,0,1e-06
148900,0,1e-06
149000,21286,0.017976
149100,0,1e-06
149200,0,0
149300,21329,0.017998
149400,0,1e-06
149500,0,3e-06
149600,0,1e-06
149700,0,1e-06
149800,0,1e-06
149900,0,1e-06
150000,21429,0.019449
150100,0,1e-06
150200,0,0
150300,21472,0.018084
150400,0,1e-06
150500,0,0
150600,21515,0.01829
150700,0,0
150800,21543,0.017389
150900,0,1e-06
151000,0,0
151100,21586,0.01888
151200,0,0
151300,0,0
151400,21629,0.017764
151500,0,1e-06
151600,0,0
151700,0,0
151800,0,1e-06
151900,0,1e-06
152000,0,0
152100,21729,0.020222
152200,0,1e-06
152300,0,0
152400,21772,0.018501
152500,0,1e-06
152600,0,1e-06
152700,0,0
152800,0,1e-06
152900,0,1e-06
153000,0,0
153100,21872,0.020074
153200,0,1e-06
153300,0,0
153400,21915,0.018128
153500,0,1e-06
153600,0,1e-06
153700,0,1e-06
153800,0,1e-06
153900,0,0
154000,0,1e-06
154100,22015,0.019667
154200,0,1e-06
154300,0,1e-06
154400,22058,0.01838
154500,0,0
154600,0,1e-06
154700,22100,0.017969
154800,0,1e-06
154900,22129,0.017802
155000,0,1e-06
155100,0,1e-06
155200,22172,0.019173
155300,0,1e-06
155400,0,1e-06
155500,22215,0.018672
155600,0,0
155700,0,1e-06
155800,0,1e-06
155900,0,1e-06
156000,0,1e-06
156100,0,1e-06
156200,22315,0.018381
156300,0,1e-06
156400,0,1e-06
156500,22358,0.018625
156600,0,1e-06
156700,0,1e-06
156800,0,1e-06
156900,0,1e-06
157000,0,1e-06
157100,0,0
157200,22458,0.019827
157300,0,1e-06
157400,0,1e-06
157500,22500,0.019404
157600,0,0
157700,0,1e-06
157800,0,1e-06
157900,0,0
158000,0,1e-06
158100,0,1e-06
158200,22600,0.018907
158300,0,2e-06
158400,0,1e-06
158500,22643,0.018551
158600,0,0
158700,0,0
158800,22686,0.018402
158900,0,1e-06
159000,22715,0.018314
159100,0,1e-06
159200,0,0
159300,22758,0.019177
159400,0,1e-06
159500,0,1e-06
159600,22800,0.019103
159700,0,1e-06
159800,0,0
159900,0,1e-06
160000,0,1e-06
160100,0,1e-06
160200,0,1e-06
160300,22900,0.020867
160400,0,1e-06
160500,0,1e-06
160600,22943,0.018799
160700,0,1e-06
160800,0,0
160900,0,1e-06
161000,0,1e-06
161100,0,1e-06
161200,0,1e-06
161300,23043,0.020136
161400,0,1e-06
161500,0,1e-06
161600,23086,0.019062
161700,0,0
161800,0,1e-06
161900,0,0
162000,0,1e-06
162100,0,1e-06
162200,0,1e-06
162300,23186,0.031976
162400,0,2e-06
162500,0,2e-06
162600,23229,0.036785
162700,0,2e-06
162800,0,1e-06
162900,23272,0.033522
163000,0,1e-06
163100,23300,0.027395
163200,0,1e-06
163300,0,0
163400,23343,0.021702
163500,0,0
163600,0,1e-06
163700,23386,0.019295
163800,0,1e-06
163900,0,1e-06
164000,0,1e-06
164100,0,0
164200,0,1e-06
164300,0,1e-06
164400,23486,0.020022
164500,0,1e-06
164600,0,0
164700,23529,0.019262
164800,0,0
164900,0,1e-06
165000,0,1e-06
165100,0,1e-06
165200,0,0
165300,0,1e-06
165400,23629,0.020696
165500,0,1e-06
165600,0,1e-06
165700,23672,0.019536
165800,0,0
165900,0,1e-06
166000,0,1e-06
166100,0,1e-06
166200,0,1e-06
166300,0,1e-06
166400,23772,0.021015
166500,0,0
166600,0,0
166700,23815,0.019722
166800,0,0
166900,0,0
167000,23858,0.01974
167100,0,1e-06
167200,23886,0.019736
167300,0,1e-06
167400,0,0
167500,23929,0.019629
167600,0,1e-06
167700,0,1e-06
167800,23972,0.01929
167900,0,1e-06
168000,0,1e-06
168100,0,1e-06
168200,0,0
168300,0,1e-06
168400,0,1e-06
168500,24072,0.020944
168600,0,1e-06
168700,0,0
168800,24115,0.019985
168900,0,1e-06
169000,0,1e-06
169100,0,1e-06
169200,0,1e-06
169300,0,1e-06
169400,0,1e-06
169500,24215,0.021459
169600,0,1e-06
169700,0,1e-06
169800,24258,0.019823
169900,0,0
170000,0,1e-06
170100,0,1e-06
170200,0,0
170300,0,1e-06
170400,0,1e-06
170500,24358,0.019971
170600,0,2e-06
170700,0,1e-06
170800,24400,0.020281
170900,0,0
171000,0,1e-06
171100,24443,0.02092
171200,0,1e-06
171300,24472,0.021089
171400,0,0
171500,0,1e-06
171600,24515,0.019761
171700,0,1e-06
171800,0,0
171900,24558,0.022622
172000,0,1e-06
172100,0,1e-06
172200,0,1e-06
172300,0,1e-06
172400,0,1e-06
172500,0,1e-06
172600,24658,0.025765
172700,0,1e-06
172800,0,1e-06
172900,24700,0.022127
173000,0,1e-06
173100,0,1e-06
173200,0,1e-06
173300,0,1e-06
173400,0,2e-06
173500,0,1e-06
173600,24800,0.021457
173700,0,1e-06
173800,0,2e-06
173900,24843,0.020933
174000,0,1e-06
174100,0,1e-06
174200,0,0
174300,0,1e-06
174400,0,2e-06
174500,0,1e-06
174600,24943,0.02133
174700,0,1e-06
174800,0,1e-06
174900,24986,0.020425
175000,0,1e-06
175100,0,2e-06
175200,0,0
175300,0,1e-06
175400,0,1e-06
175500,0,1e-06
175600,25086,0.02118
175700,0,0
175800,0,0
175900,25129,0.02036
176000,0,1e-06
176100,0,0
176200,25172,0.022754
176300,0,0
176400,25200,0.022112
176500,0,0
176600,0,0
176700,25243,0.021185
176800,0,0
176900,0,1e-06
177000,25286,0.023114
177100,0,2e-06
177200,0,1e-06
177300,0,1e-06
177400,0,1e-06
177500,0,0
177600,0,0
177700,25386,0.020604
177800,0,1e-06
177900,0,1e-06
178000,25429,0.022118
178100,0,1e-06
178200,0,1e-06
178300,0,1e-06
178400,0,0
178500,0,0
178600,0,1e-06
178700,25529,0.020865
178800,0,1e-06
178900,0,1e-06
179000,25572,0.021988
179100,0,0
179200,0,1e-06
179300,0,1e-06
179400,0,1e-06
179500,0,0
179600,0,1e-06
179700,25672,0.021682
179800,0,1e-06
179900,0,0
180000,25715,0.021494
180100,0,1e-06
180200,0,1e-06
180300,25758,0.021756
180400,0,1e-06
180500,25786,0.020929
180600,0,1e-06
180700,0,1e-06
180800,25829,0.020766
180900,0,1e-06
181000,0,1e-06
181100,25872,0.021809
181200,0,1e-06
181300,0,1e-06
181400,0,2e-06
181500,0,1e-06
181600,0,1e-06
181700,0,1e-06
181800,25972,0.02105
181900,0,1e-06
182000,0,1e-06
182100,26015,0.021762
182200,0,1e-06
182300,0,1e-06
182400,0,2e-06
182500,0,1e-06
182600,0,0
182700,0,0
182800,26115,0.021208
182900,0,0
183000,0,0
183100,26158,0.02186
183200,0,1e-06
183300,0,1e-06
183400,0,1e-06
183500,0,1e-06
183600,0,0
183700,0,0
183800,26258,0.022433
183900,0,0
184000,0,1e-06
184100,26300,0.022939
184200,0,1e-06
184300,0,2e-06
184400,26343,0.022028
184500,0,1e-06
184600,26372,0.021259
184700,0,1e-06
184800,0,1e-06
184900,26415,0.021229
185000,0,1e-06
185100,0,1e-06
185200,26458,0.022358
185300,0,1e-06
185400,0,1e-06
185500,0,1e-06
185600,0,1e-06
185700,0,1e-06
185800,0,1e-06
185900,26558,0.021503
186000,0,1e-06
186100,0,0
186200,26600,0.022109
186300,0,1e-06
186400,0,0
186500,0,0
186600,0,1e-06
186700,0,0
186800,0,1e-06
186900,26700,0.022528
187000,0,1e-06
187100,0,0
187200,26743,0.023586
187300,0,1e-06
187400,0,1e-06
187500,0,1e-06
187600,0,1e-06
187700,0,1e-06
187800,0,1e-06
187900,26843,0.022256
188000,0,1e-06
188100,0,0
188200,26886,0.023124
188300,0,1e-06
188400,0,0
188500,26929,0.023197
188600,0,0
188700,26958,0.021855
188800,0,1e-06
188900,0,0
189000,27000,0.0219
189100,0,2e-06
189200,0,2e-06
189300,27043,0.022447
189400,0,1e-06
189500,0,1e-06
189600,0,1e-06
189700,0,0
189800,0,1e-06
189900,0,1e-06
190000,27143,0.022488
190100,0,1e-06
190200,0,0
190300,27186,0.022552
190400,0,1e-06
190500,0,1e-06
190600,0,0
190700,0,1e-06
190800,0,1e-06
190900,0,1e-06
191000,27286,0.026005
191100,0,1e-06
191200,0,0
191300,27329,0.022403
191400,0,1e-06
191500,0,1e-06
191600,0,1e-06
191700,0,1e-06
191800,0,0
191900,0,1e-06
192000,27429,0.022344
192100,0,1e-06
192200,0,1e-06
192300,27472,0.022743
192400,0,1e-06
192500,0,1e-06
192600,27515,0.022164
192700,0,1e-06
192800,27543,0.022144
192900,0,0
193000,0,1e-06
193100,27586,0.022386
193200,0,1e-06
193300,0,0
193400,27629,0.023332
193500,0,1e-06
193600,0,0
193700,0,1e-06
193800,0,1e-06
193900,0,7e-06
194000,0,2e-06
194100,27729,0.025989
194200,0,1e-06
194300,0,0
194400,27772,0.025159
194500,0,1e-06
194600,0,1e-06
194700,0,1e-06
194800,0,1e-06
194900,0,0
195000,0,1e-06
195100,27872,0.02396
195200,0,1e-06
195300,0,1e-06
195400,27915,0.023496
195500,0,0
195600,0,1e-06
195700,0,1e-06
195800,0,1e-06
195900,0,1e-06
196000,0,1e-06
196100,28015,0.022948
196200,0,1e-06
196300,0,1e-06
196400,28058,0.024326
196500,0,0
196600,0,1e-06
196700,28100,0.022767
196800,0,1e-06
196900,28129,0.02258
197000,0,1e-06
197100,0,0
197200,28172,0.023561
197300,0,1e-06
197400,0,1e-06
197500,28215,0.022753
197600,0,1e-06
197700,0,1e-06
197800,0,1e-06
197900,0,1e-06
198000,0,1e-06
198100,0,0
198200,28315,0.023105
198300,0,1e-06
198400,0,1e-06
198500,28358,0.02341
198600,0,1e-06
198700,0,1e-06
198800,0,1e-06
198900,0,0
199000,0,1e-06
199100,0,1e-06
199200,28458,0.023331
199300,0,1e-06
199400,0,1e-06
199500,28500,0.024128
199600,0,1e-06
199700,0,1e-06
199800,0,1e-06
199900,0,0
200000,0,1e-06
200100,0,1e-06
200200,28600,0.024434
200300,0,1e-06
200400,0,1e-06
200500,28643,0.023678
200600,0,0
200700,0,3e-06
200800,0,1e-06
200900,0,0
201000,0,1e-06
201100,0,1e-06
201200,28743,0.024243
201300,0,1e-06
201400,0,1e-06
201500,28786,0.023358
201600,0,1e-06
201700,0,0
201800,28829,0.02319
201900,0,0
202000,28858,0.023647
202100,0,1e-06
202200,0,1e-06
202300,28900,0.023757
202400,0,1e-06
202500,0,1e-06
202600,28943,0.023296
202700,0,0
202800,0,1e-06
202900,0,0
203000,0,1e-06
203100,0,0
203200,0,0
203300,29043,0.024216
203400,0,1e-06
203500,0,0
203600,29086,0.023672
203700,0,0
203800,0,1e-06
203900,0,1e-06
204000,0,1e-06
204100,0,0
204200,0,1e-06
204300,29186,0.023873
204400,0,0
204500,0,1e-06
204600,29229,0.024922
204700,0,1e-06
204800,0,1e-06
204900,0,0
205000,0,1e-06
205100,0,1e-06
205200,0,1e-06
205300,29329,0.02556
205400,0,1e-06
205500,0,1e-06
205600,29372,0.02465
205700,0,1e-06
205800,0,1e-06
205900,29415,0.023718
206000,0,1e-06
206100,29443,0.024613
206200,0,1e-06
206300,0,1e-06
206400,29486,0.024454
206500,0,1e-06
206600,0,0
206700,29529,0.02375
206800,0,1e-06
206900,0,1e-06
207000,0,1e-06
207100,0,1e-06
207200,0,1e-06
207300,0,2e-06
207400,29629,0.025335
207500,0,2e-06
207600,0,1e-06
207700,29672,0.023936
207800,0,1e-06
207900,0,1e-06
208000,0,1e-06
208100,0,1e-06
208200,0,0
208300,0,1e-06
208400,29772,0.025232
208500,0,1e-06
208600,0,1e-06
208700,29815,0.02446
208800,0,1e-06
208900,0,1e-06
209000,0,1e-06
209100,0,0
209200,0,1e-06
209300,0,1e-06
209400,29915,0.025237
209500,0,1e-06
209600,0,1e-06
209700,29958,0.024674
209800,0,1e-06
209900,0,0
210000,30000,0.025129
210100,0,1e-06
210200,30029,0.024803
210300,0,1e-06
210400,0,1e-06
210500,30072,0.02419
210600,0,0
210700,0,0
210800,30115,0.024187
210900,0,1e-06
211000,0,1e-06
211100,0,1e-06
211200,0,1e-06
211300,0,1e-06
211400,0,0
211500,30215,0.025448
211600,0,1e-06
211700,0,0
211800,30258,0.024623
211900,0,1e-06
212000,0,1e-06
212100,0,0
212200,0,1e-06
212300,0,1e-06
212400,0,1e-06
212500,30358,0.025146
212600,0,1e-06
212700,0,0
212800,30400,0.02485
212900,0,1e-06
213000,0,1e-06
213100,0,1e-06
213200,0,1e-06
213300,0,2e-06
213400,0,1e-06
213500,30500,0.027151
213600,0,0
213700,0,0
213800,30543,0.024601
213900,0,1e-06
214000,0,1e-06
214100,30586,0.025966
214200,0,1e-06
214300,30615,0.025306
214400,0,1e-06
214500,0,1e-06
214600,30658,0.024673
214700,0,1e-06
214800,0,0
214900,30700,0.024655
215000,0,1e-06
215100,0,0
215200,0,1e-06
215300,0,1e-06
215400,0,0
215500,0,1e-06
215600,30800,0.026033
215700,0,2e-06
215800,0,1e-06
215900,30843,0.024849
216000,0,1e-06
216100,0,0
216200,0,0
216300,0,2e-06
216400,0,1e-06
216500,0,1e-06
216600,30943,0.026958
216700,0,1e-06
216800,0,0
216900,30986,0.024975
217000,0,1e-06
217100,0,0
217200,0,1e-06
217300,0,1e-06
217400,0,1e-06
217500,0,0
217600,31086,0.026356
217700,0,1e-06
217800,0,1e-06
217900,31129,0.025077
218000,0,1e-06
218100,0,1e-06
218200,31172,0.026782
218300,0,0
218400,31200,0.026076
218500,0,1e-06
218600,0,1e-06
218700,31243,0.025115
218800,0,1e-06
218900,0,1e-06
219000,31286,0.025661
219100,0,1e-06
219200,0,1e-06
219300,0,0
219400,0,1e-06
219500,0,0
219600,0,0
219700,31386,0.025556
219800,0,1e-06
219900,0,1e-06
220000,31429,0.025781
220100,0,2e-06
220200,0,1e-06
220300,0,1e-06
220400,0,1e-06
220500,0,1e-06
220600,0,1e-06
220700,31529,0.026011
220800,0,1e-06
220900,0,0
221000,31572,0.026116
221100,0,1e-06
221200,0,1e-06
221300,0,1e-06
221400,0,1e-06
221500,0,0
221600,0,1e-06
221700,31672,0.025553
221800,0,1e-06
221900,0,1e-06
222000,31715,0.026104
222100,0,1e-06
222200,0,1e-06
222300,31758,0.025946
222400,0,1e-06
222500,31786,0.025575
222600,0,1e-06
222700,0,1e-06
222800,31829,0.025621
222900,0,1e-06
223000,0,1e-06
223100,31872,0.026279
223200,0,0
223300,0,1e-06
223400,0,1e-06
223500,0,1e-06
223600,0,1e-06
223700,0,1e-06
223800,31972,0.026507
223900,0,1e-06
224000,0,1e-06
224100,32015,0.026774
224200,0,1e-06
224300,0,1e-06
224400,0,1e-06
224500,0,1e-06
224600,0,0
224700,0,1e-06
224800,32115,0.026465
224900,0,0
225000,0,1e-06
225100,32158,0.026929
225200,0,1e-06
225300,0,1e-06
225400,0,1e-06
225500,0,0
225600,0,1e-06
225700,0,1e-06
225800,32258,0.026497
225900,0,1e-06
226000,0,1e-06
226100,32300,0.026952
226200,0,1e-06
226300,0,2e-06
226400,0,1e-06
226500,0,1e-06
226600,0,1e-06
226700,0,1e-06
226800,32400,0.026234
226900,0,1e-06
227000,0,1e-06
227100,32443,0.027324
227200,0,1e-06
227300,0,1e-06
227400,32486,0.026889
227500,0,1e-06
227600,32515,0.026159
227700,0,1e-06
227800,0,0
227900,32558,0.026171
228000,0,1e-06
228100,0,1e-06
228200,32600,0.026833
228300,0,1e-06
228400,0,1e-06
228500,0,1e-06
228600,0,1e-06
228700,0,0
228800,0,1e-06
228900,32700,0.026857
229000,0,1e-06
229100,0,1e-06
229200,32743,0.027368
229300,0,1e-06
229400,0,1e-06
229500,0,1e-06
229600,0,1e-06
229700,0,1e-06
229800,0,1e-06
229900,32843,0.027382
230000,0,1e-06
230100,0,1e-06
230200,32886,0.027481
230300,0,0
230400,0,1e-06
230500,0,1e-06
230600,0,1e-06
230700,0,1e-06
230800,0,1e-06
230900,32986,0.026984
231000,0,1e-06
231100,0,1e-06
231200,33029,0.027811
231300,0,1e-06
231400,0,0
231500,33072,0.027331
231600,0,1e-06
231700,33100,0.026695
231800,0,0
231900,0,1e-06
232000,33143,0.027309
232100,0,1e-06
232200,0,1e-06
232300,33186,0.027245
232400,0,1e-06
232500,0,1e-06
232600,0,1e-06
232700,0,1e-06
232800,0,0
232900,0,1e-06
233000,33286,0.027937
233100,0,1e-06
233200,0,1e-06
233300,33329,0.027721
233400,0,1e-06
233500,0,1e-06
233600,0,1e-06
233700,0,1e-06
233800,0,0
233900,0,1e-06
234000,33429,0.028373
234100,0,1e-06
234200,0,1e-06
234300,33472,0.027466
234400,0,0
234500,0,1e-06
234600,0,1e-06
234700,0,0
234800,0,1e-06
234900,0,1e-06
235000,33572,0.027655
235100,0,1e-06
235200,0,0
235300,33615,0.026996
235400,0,1e-06
235500,0,1e-06
235600,33658,0.027049
235700,0,0
235800,33686,0.027057
235900,0,1e-06
236000,0,1e-06
236100,33729,0.027301
236200,0,1e-06
236300,0,0
236400,33772,0.027766
236500,0,1e-06
236600,0,1e-06
236700,0,1e-06
236800,0,1e-06
236900,0,0
237000,0,0
237100,33872,0.028015
237200,0,1e-06
237300,0,0
237400,33915,0.027805
237500,0,1e-06
237600,0,1e-06
237700,0,0
237800,0,1e-06
237900,0,0
238000,0,1e-06
238100,34015,0.027914
238200,0,1e-06
238300,0,1e-06
238400,34058,0.027362
238500,0,1e-06
238600,0,1e-06
238700,0,1e-06
238800,0,1e-06
238900,0,1e-06
239000,0,0
239100,34158,0.02787
239200,0,1e-06
239300,0,1e-06
239400,34200,0.02767
239500,0,1e-06
239600,0,0
239700,34243,0.027528
239800,0,1e-06
239900,34272,0.027516
240000,0,0
240100,0,1e-06
240200,34315,0.029817
240300,0,1e-06
240400,0,1e-06
240500,34358,0.031415
240600,0,0
240700,0,1e-06
240800,0,0
240900,0,0
241000,0,1e-06
241100,0,1e-06
241200,34458,0.031696
241300,0,1e-06
241400,0,1e-06
241500,34500,0.028358
241600,0,1e-06
241700,0,1e-06
241800,0,1e-06
241900,0,1e-06
242000,0,0
242100,0,0
242200,34600,0.029595
242300,0,0
242400,0,1e-06
242500,34643,0.028464
242600,0,1e-06
242700,0,1e-06
242800,0,0
242900,0,1e-06
243000,0,0
243100,0,0
243200,34743,0.029866
243300,0,1e-06
243400,0,0
243500,34786,0.027976
243600,0,1e-06
243700,0,0
243800,34829,0.027979
243900,0,0
244000,34858,0.028934
244100,0,1e-06
244200,0,2e-06
244300,34900,0.028484
244400,0,1e-06
244500,0,1e-06
244600,34943,0.028085
244700,0,0
244800,0,1e-06
244900,0,1e-06
245000,0,1e-06
245100,0,1e-06
245200,0,0
245300,35043,0.029375
245400,0,1e-06
245500,0,1e-06
245600,35086,0.028359
245700,0,1e-06
245800,0,1e-06
245900,0,0
246000,0,0
246100,0,0
246200,0,1e-06
246300,35186,0.029266
246400,0,0
246500,0,1e-06
246600,35229,0.028659
246700,0,1e-06
246800,0,1e-06
246900,0,1e-06
247000,0,1e-06
247100,0,0
247200,0,1e-06
247300,35329,0.029974
247400,0,1e-06
247500,0,0
247600,35372,0.028545
247700,0,1e-06
247800,0,1e-06
247900,35415,0.028447
248000,0,1e-06
248100,35443,0.030199
248200,0,1e-06
248300,0,1e-06
248400,35486,0.028646
248500,0,1e-06
248600,0,1e-06
248700,35529,0.028548
248800,0,1e-06
248900,0,1e-06
249000,0,1e-06
249100,0,0
249200,0,0
249300,0,1e-06
249400,35629,0.030124
249500,0,1e-06
249600,0,1e-06
249700,35672,0.029315
249800,0,0
249900,0,1e-06
250000,0,0
250100,0,0
250200,0,1e-06
250300,0,0
250400,35772,0.02979
250500,0,1e-06
250600,0,1e-06
250700,35815,0.029394
250800,0,1e-06
250900,0,1e-06
251000,0,1e-06
251100,0,0
251200,0,0
251300,0,1e-06
251400,35915,0.030791
251500,0,1e-06
251600,0,1e-06
251700,35958,0.029143
251800,0,1e-06
251900,0,3e-06
252000,0,1e-06
252100,0,1e-06
252200,0,1e-06
252300,0,1e-06
252400,36058,0.031152
252500,0,1e-06
252600,0,0
252700,36100,0.029154
252800,0,0
252900,0,0
253000,36143,0.03044
253100,0,0
253200,36172,0.029977
253300,0,1e-06
253400,0,1e-06
253500,36215,0.029119
253600,0,0
253700,0,0
253800,36258,0.029146
253900,0,1e-06
254000,0,1e-06
254100,0,1e-06
254200,0,0
254300,0,1e-06
254400,0,0
254500,36358,0.030363
254600,0,1e-06
254700,0,0
254800,36400,0.029321
254900,0,1e-06
255000,0,1e-06
255100,0,1e-06
255200,0,0
255300,0,1e-06
255400,0,1e-06
255500,36500,0.030129
255600,0,1e-06
255700,0,1e-06
255800,36543,0.029452
255900,0,1e-06
256000,0,1e-06
256100,0,1e-06
256200,0,1e-06
256300,0,1e-06
256400,0,1e-06
256500,36643,0.03142
256600,0,1e-06
256700,0,0
256800,36686,0.029598
256900,0,1e-06
257000,0,0
257100,36729,0.030335
257200,0,0
257300,36758,0.030321
257400,0,1e-06
257500,0,0
257600,36800,0.029581
257700,0,1e-06
257800,0,1e-06
257900,36843,0.029579
258000,0,0
258100,0,1e-06
258200,0,0
258300,0,1e-06
258400,0,0
258500,0,2e-06
258600,36943,0.030667
258700,0,1e-06
258800,0,0
258900,36986,0.029833
259000,0,1e-06
259100,0,1e-06
259200,0,1e-06
259300,0,0
259400,0,1e-06
259500,0,1e-06
259600,37086,0.031361
259700,0,1e-06
259800,0,0
259900,37129,0.030115
260000,0,0
260100,0,1e-06
260200,0,1e-06
260300,0,1e-06
260400,0,1e-06
260500,0,2e-06
260600,37229,0.030959
260700,0,1e-06
260800,0,1e-06
260900,37272,0.030018
261000,0,0
261100,0,1e-06
261200,37315,0.031709
261300,0,1e-06
261400,37343,0.030076
261500,0,0
261600,0,0
261700,37386,0.030046
261800,0,1e-06
261900,0,0
262000,37429,0.030703
262100,0,1e-06
262200,0,1e-06
262300,0,2e-06
262400,0,1e-06
262500,0,1e-06
262600,0,1e-06
262700,37529,0.030255
262800,0,1e-06
262900,0,1e-06
263000,37572,0.031425
263100,0,0
263200,0,1e-06
263300,0,0
263400,0,0
263500,0,1e-06
263600,0,1e-06
263700,37672,0.030999
263800,0,1e-06
263900,0,1e-06
264000,37715,0.031592
264100,0,1e-06
264200,0,1e-06
264300,0,1e-06
264400,0,1e-06
264500,0,1e-06
264600,0,1e-06
264700,37815,0.030496
264800,0,1e-06
264900,0,0
265000,37858,0.031347
265100,0,1e-06
265200,0,1e-06
265300,37900,0.030528
265400,0,1e-06
265500,37929,0.0305
265600,0,0
265700,0,0
265800,37972,0.030495
265900,0,0
266000,0,1e-06
266100,38015,0.03126
266200,0,1e-06
266300,0,0
266400,0,1e-06
266500,0,0
266600,0,2e-06
266700,0,1e-06
266800,38115,0.030744
266900,0,1e-06
267000,0,1e-06
267100,38158,0.03259
267200,0,0
267300,0,1e-06
267400,0,1e-06
267500,0,1e-06
267600,0,0
267700,0,2e-06
267800,38258,0.030776
267900,0,1e-06
268000,0,0
268100,38300,0.03282
268200,0,1e-06
268300,0,1e-06
268400,0,1e-06
268500,0,1e-06
268600,0,0
268700,0,0
268800,38400,0.030874
268900,0,1e-06
269000,0,1e-06
269100,38443,0.03265
269200,0,1e-06
269300,0,1e-06
269400,38486,0.031386
269500,0,1e-06
269600,38515,0.031075
269700,0,1e-06
269800,0,0
269900,38558,0.030978
270000,0,1e-06
270100,0,0
270200,38600,0.032321
270300,0,1e-06
270400,0,2e-06
270500,0,1e-06
270600,0,0
270700,0,0
270800,0,1e-06
270900,38700,0.031216
271000,0,1e-06
271100,0,1e-06
271200,38743,0.032308
271300,0,1e-06
271400,0,1e-06
271500,0,1e-06
271600,0,1e-06
271700,0,0
271800,0,0
271900,38843,0.031301
272000,0,1e-06
272100,0,1e-06
272200,38886,0.032519
272300,0,0
272400,0,0
272500,0,1e-06
272600,0,1e-06
272700,0,1e-06
272800,0,1e-06
272900,38986,0.031491
273000,0,1e-06
273100,0,1e-06
273200,39029,0.03289
273300,0,1e-06
273400,0,0
273500,39072,0.031827
273600,0,1e-06
273700,39100,0.031404
273800,0,1e-06
273900,0,0
274000,39143,0.033397
274100,0,0
274200,0,1e-06
274300,39186,0.03163
274400,0,0
274500,0,1e-06
274600,0,1e-06
274700,0,0
274800,0,1e-06
274900,0,0
275000,39286,0.033387
275100,0,1e-06
275200,0,0
275300,39329,0.031684
275400,0,1e-06
275500,0,1e-06
275600,0,1e-06
275700,0,1e-06
275800,0,1e-06
275900,0,0
276000,39429,0.033386
276100,0,1e-06
276200,0,0
276300,39472,0.031868
276400,0,1e-06
276500,0,1e-06
276600,0,1e-06
276700,0,0
276800,0,1e-06
276900,0,1e-06
277000,39572,0.033765
277100,0,0
277200,0,1e-06
277300,39615,0.031937
277400,0,1e-06
277500,0,2e-06
277600,0,0
277700,0,1e-06
277800,0,1e-06
277900,0,0
278000,39715,0.032857
278100,0,1e-06
278200,0,1e-06
278300,39758,0.032523
278400,0,1e-06
278500,0,1e-06
278600,39800,0.032017
278700,0,1e-06
278800,39829,0.031981
278900,0,1e-06
279000,0,1e-06
279100,39872,0.033578
279200,0,1e-06
279300,0,1e-06
279400,39915,0.03225
279500,0,1e-06
279600,0,1e-06
279700,0,0
279800,0,0
279900,0,0
280000,0,0
280100,40015,0.034177
280200,0,1e-06
280300,0,1e-06
280400,40058,0.032448
280500,0,0
280600,0,1e-06
280700,0,1e-06
280800,0,1e-06
280900,0,1e-06
281000,0,1e-06
281100,40158,0.033235
281200,0,0
281300,0,1e-06
281400,40200,0.032391
281500,0,1e-06
281600,0,1e-06
281700,0,1e-06
281800,0,0
281900,0,1e-06
282000,0,1e-06
282100,40300,0.033303
282200,0,0
282300,0,1e-06
282400,40343,0.032541
282500,0,1e-06
282600,0,1e-06
282700,40386,0.032499
282800,0,0
282900,40415,0.032487
283000,0,1e-06
283100,0,0
283200,40458,0.033271
283300,0,0
283400,0,0
283500,40500,0.03261
283600,0,1e-06
283700,0,1e-06
283800,0,1e-06
